pelicula,genero,duracion,minutosVistos,porcentajeVisto,numeroVistas,calificacionUsuario,clasificacion
La La Land,Musical,128,109.0,85.15625,6.0,2.778732113128775,1
The Dark Knight,Accion,152,81.0,53.289473684210535,5.0,1.9524405220291845,0
La La Land,Musical,128,1.0,0.78125,3.0,1.9732960061953744,-1
Gladiator,Accion,155,33.0,21.29032258064516,0.0,1.8702791543233035,-1
Pulp Fiction,Crimen,154,111.0,72.07792207792207,5.0,3.980800025959296,1
Avengers: Endgame,Accion,181,22.0,12.154696132596685,0.0,4.420815187725725,1
Forrest Gump,Drama,142,66.0,46.478873239436616,4.0,3.371445558619144,0
The Shawshank Redemption,Suspenso,144,29.0,20.13888888888889,2.0,4.153870684946189,1
The Godfather,Crimen,175,64.0,36.57142857142857,0.0,2.8104693529104203,0
Coco,Infantil,105,105.0,100.0,1.0,4.920526238838669,1
Coco,Infantil,105,105.0,100.0,7.0,1.0,1
Pulp Fiction,Crimen,154,9.0,5.844155844155844,0.0,1.664315350177374,-1
Gladiator,Accion,155,37.0,23.870967741935484,4.0,1.8383192718774515,-1
Titanic,Romance,195,135.0,69.23076923076923,1.0,1.8171220047303982,0
Interstellar,Ciencia Ficcion,169,80.0,47.337278106508876,2.0,3.4849299648733627,0
Coco,Infantil,105,32.0,30.476190476190478,4.0,4.470120583654325,1
Gladiator,Accion,155,30.0,19.35483870967742,3.0,3.1094966881461006,0
Coco,Infantil,105,65.0,61.904761904761905,1.0,3.1787911828855915,0
Titanic,Romance,195,58.0,29.743589743589745,0.0,4.3218291582275565,1
La La Land,Musical,128,44.0,34.375,2.0,2.913757482442031,0
Fight Club,Drama,139,11.0,7.913669064748201,3.0,3.1474284548175118,0
The Dark Knight,Accion,152,139.0,91.44736842105263,7.0,4.4008265081812095,1
Forrest Gump,Drama,142,20.0,14.084507042253522,4.0,1.3016509149743645,-1
The Matrix,Ciencia Ficcion,136,122.0,89.70588235294117,7.0,4.899677302481059,1
Fight Club,Drama,139,99.0,71.22302158273382,3.0,4.528472744505484,1
Pulp Fiction,Crimen,154,70.0,45.45454545454545,0.0,3.156277648969927,0
Fight Club,Drama,139,61.0,43.884892086330936,0.0,1.0,0
Pulp Fiction,Crimen,154,23.0,14.935064935064934,3.0,3.430871828060525,0
The Matrix,Ciencia Ficcion,136,75.0,55.14705882352941,1.0,2.522060803146029,0
Inception,Ciencia Ficcion,148,8.0,5.405405405405405,3.0,3.1956006210723547,0
Titanic,Romance,195,20.0,10.256410256410255,3.0,2.3834718474879315,-1
Forrest Gump,Drama,142,15.0,10.56338028169014,3.0,2.236457148136842,-1
La La Land,Musical,128,89.0,69.53125,3.0,1.2675232156352885,0
The Shawshank Redemption,Suspenso,144,10.0,6.944444444444445,6.0,4.998488027324787,1
The Shawshank Redemption,Suspenso,144,78.0,54.166666666666664,8.0,1.0250967356295684,0
Titanic,Romance,195,14.0,7.179487179487179,2.0,2.6293710914292645,-1
The Godfather,Crimen,175,33.0,18.857142857142858,11.0,1.3951628788399868,-1
La La Land,Musical,128,61.0,47.65625,0.0,2.6618761960432566,0
Coco,Infantil,105,79.0,75.23809523809524,4.0,4.174801662343696,1
Gladiator,Accion,155,48.0,30.967741935483872,0.0,1.9043322125009632,-1
Inception,Ciencia Ficcion,148,27.0,18.243243243243242,0.0,1.229779059914481,-1
Titanic,Romance,195,108.0,55.38461538461539,1.0,1.630054628045055,0
The Shawshank Redemption,Suspenso,144,87.0,60.416666666666664,5.0,2.5863009437824056,0
Fight Club,Drama,139,28.0,20.14388489208633,0.0,4.7544291235608105,1
Gladiator,Accion,155,57.0,36.774193548387096,1.0,4.335145670073475,1
Inception,Ciencia Ficcion,148,26.0,17.56756756756757,0.0,2.2333953385848635,-1
The Dark Knight,Accion,152,6.0,3.9473684210526314,0.0,2.0314998665884727,-1
The Dark Knight,Accion,152,108.0,71.05263157894737,4.0,1.0,0
La La Land,Musical,128,41.0,32.03125,5.0,3.6017219979511705,0
Gladiator,Accion,155,43.0,27.741935483870968,0.0,2.6054892641441665,-1
Titanic,Romance,195,22.0,11.282051282051283,1.0,1.209576705228245,-1
Pulp Fiction,Crimen,154,100.0,64.93506493506493,3.0,3.9300503101553224,0
Pulp Fiction,Crimen,154,141.0,91.55844155844156,4.0,2.3064282318578404,1
Fight Club,Drama,139,136.0,97.84172661870504,1.0,3.4462365412909457,1
Inception,Ciencia Ficcion,148,144.0,97.2972972972973,6.0,3.765632285620102,1
Inception,Ciencia Ficcion,148,85.0,57.432432432432435,4.0,1.85117962481274,0
La La Land,Musical,128,57.0,44.53125,1.0,5.0,1
Gladiator,Accion,155,8.0,5.161290322580645,0.0,2.9249873773493067,0
Interstellar,Ciencia Ficcion,169,1.0,0.591715976331361,4.0,3.768773100519124,0
The Dark Knight,Accion,152,127.0,83.55263157894737,0.0,2.209113434428347,1
Inception,Ciencia Ficcion,148,38.0,25.675675675675674,0.0,4.694418807001574,1
Gladiator,Accion,155,4.0,2.5806451612903225,3.0,3.221914698365011,0
La La Land,Musical,128,121.0,94.53125,2.0,2.885122370293858,1
The Matrix,Ciencia Ficcion,136,28.0,20.588235294117645,6.0,2.0105429103633647,-1
The Godfather,Crimen,175,71.0,40.57142857142857,0.0,3.888516580384389,1
The Matrix,Ciencia Ficcion,136,56.0,41.17647058823529,1.0,2.4890190260582012,0
La La Land,Musical,128,112.0,87.5,7.0,2.838786314418792,1
Forrest Gump,Drama,142,77.0,54.22535211267606,7.0,2.416877883438059,0
Titanic,Romance,195,58.0,29.743589743589745,6.0,2.2740243665807096,-1
Fight Club,Drama,139,125.0,89.92805755395683,1.0,1.885861137767721,1
Inception,Ciencia Ficcion,148,30.0,20.27027027027027,2.0,3.1329979264537493,0
La La Land,Musical,128,14.0,10.9375,5.0,3.589799629639069,0
Forrest Gump,Drama,142,68.0,47.88732394366197,0.0,2.6453956845528523,0
The Shawshank Redemption,Suspenso,144,10.0,6.944444444444445,2.0,3.4236407641556754,0
Forrest Gump,Drama,142,22.0,15.492957746478872,5.0,2.1582657099140654,-1
Avengers: Endgame,Accion,181,1.0,0.5524861878453038,1.0,1.6487166507203264,-1
Coco,Infantil,105,86.0,81.9047619047619,3.0,5.0,1
Gladiator,Accion,155,103.0,66.45161290322581,0.0,1.8773057990765525,0
Inception,Ciencia Ficcion,148,58.0,39.189189189189186,0.0,2.9252325446171232,0
The Godfather,Crimen,175,115.0,65.71428571428571,4.0,3.8885544898253643,0
Titanic,Romance,195,8.0,4.102564102564102,2.0,4.26948390422969,1
Gladiator,Accion,155,101.0,65.16129032258064,8.0,3.8541559667261893,0
Avengers: Endgame,Accion,181,122.0,67.40331491712708,0.0,4.19801716402003,1
Gladiator,Accion,155,90.0,58.06451612903226,0.0,2.1774850002446278,0
Avengers: Endgame,Accion,181,57.0,31.491712707182316,5.0,3.912457837796466,0
Fight Club,Drama,139,47.0,33.81294964028777,4.0,1.9793957970161506,-1
Fight Club,Drama,139,99.0,71.22302158273382,1.0,2.3867697761536437,0
The Dark Knight,Accion,152,45.0,29.605263157894733,0.0,1.7780520365413914,-1
The Dark Knight,Accion,152,36.0,23.684210526315788,7.0,2.8536215263763878,0
Pulp Fiction,Crimen,154,125.0,81.16883116883116,0.0,4.686135696835206,1
Interstellar,Ciencia Ficcion,169,60.0,35.50295857988166,6.0,2.9239457727153444,0
Inception,Ciencia Ficcion,148,80.0,54.054054054054056,1.0,2.703739943333637,0
La La Land,Musical,128,44.0,34.375,2.0,3.722959358464392,1
Inception,Ciencia Ficcion,148,46.0,31.08108108108108,9.0,3.705940530508212,1
The Lord of the Rings,Fantasia,178,23.0,12.921348314606742,5.0,5.0,1
La La Land,Musical,128,33.0,25.78125,5.0,2.356291041014498,-1
Avengers: Endgame,Accion,181,94.0,51.93370165745856,1.0,1.2505487724097057,0
Forrest Gump,Drama,142,6.0,4.225352112676056,5.0,2.248267408047008,-1
Inception,Ciencia Ficcion,148,140.0,94.5945945945946,5.0,4.1094642389432625,1
Inception,Ciencia Ficcion,148,95.0,64.1891891891892,6.0,3.105282235447441,0
Interstellar,Ciencia Ficcion,169,97.0,57.396449704142015,2.0,4.136094397926112,0
The Shawshank Redemption,Suspenso,144,64.2146,44.593472222222225,1.0,1.4909902811144304,0
La La Land,Musical,128,41.0,32.03125,1.0,2.25811563047412,0
The Dark Knight,Accion,152,59.0,38.81578947368421,4.0,3.217032838659428,0
The Dark Knight,Accion,152,143.0,94.07894736842105,3.0,2.699289735164962,1
The Godfather,Crimen,175,14.0,8.0,5.0,3.0503878490685397,0
Inception,Ciencia Ficcion,148,86.0,58.108108108108105,1.0,3.18109484394991,0
Interstellar,Ciencia Ficcion,169,144.0,85.20710059171599,0.0,5.0,1
Titanic,Romance,195,105.0,53.84615384615385,0.0,4.829828598292657,1
The Dark Knight,Accion,152,39.0,25.657894736842106,3.0,4.523101135791599,1
Interstellar,Ciencia Ficcion,169,134.0,79.28994082840237,0.0,3.1376433117011695,0
The Matrix,Ciencia Ficcion,136,112.0,82.35294117647058,5.0,1.984507998824053,1
Coco,Infantil,105,2.0,1.9047619047619049,1.0,3.5170778466442796,0
The Shawshank Redemption,Suspenso,144,26.0,18.055555555555554,2.0,4.463820150440754,1
Inception,Ciencia Ficcion,148,16.0,10.81081081081081,5.0,4.7474398544795715,1
Coco,Infantil,105,16.0,15.238095238095239,3.0,3.620814824387968,0
The Godfather,Crimen,175,145.0,82.85714285714286,2.0,3.9524379529298077,1
Avengers: Endgame,Accion,181,102.0,56.353591160220994,4.0,2.4319599601896407,0
Forrest Gump,Drama,142,86.0,60.56338028169014,2.0,2.763890043999731,0
The Dark Knight,Accion,152,26.0,17.105263157894736,1.0,4.4197406172114295,1
The Matrix,Ciencia Ficcion,136,58.0,42.64705882352941,1.0,4.745862257674588,1
Titanic,Romance,195,152.0,77.94871794871796,7.0,3.9024352193670477,1
Avengers: Endgame,Accion,181,65.0,35.91160220994475,0.0,2.6102195147041742,-1
Interstellar,Ciencia Ficcion,169,14.0,8.284023668639055,1.0,2.9149314153641503,0
Fight Club,Drama,139,113.0,81.29496402877699,1.0,2.7734830760176155,1
Gladiator,Accion,155,117.0,75.48387096774194,2.0,2.398789657512992,0
Inception,Ciencia Ficcion,148,33.0,22.2972972972973,3.0,1.3179744893815735,-1
Inception,Ciencia Ficcion,148,24.0,16.216216216216218,2.0,2.5267068132294126,-1
The Matrix,Ciencia Ficcion,136,11.0,8.088235294117647,0.0,3.2156576560201358,0
Interstellar,Ciencia Ficcion,169,30.0,17.75147928994083,1.0,4.058596003958454,0
Pulp Fiction,Crimen,154,52.0,33.76623376623377,0.0,3.042160942351659,0
Inception,Ciencia Ficcion,148,37.0,25.0,6.0,2.644272350364726,0
Pulp Fiction,Crimen,154,71.0,46.103896103896105,0.0,3.5567132437088596,0
Titanic,Romance,195,65.0,33.33333333333333,0.0,1.705004335710711,-1
Fight Club,Drama,139,93.0,66.90647482014388,0.0,3.067853286834159,0
The Matrix,Ciencia Ficcion,136,30.0,22.058823529411764,9.0,4.471471046746307,1
Avengers: Endgame,Accion,181,27.0,14.917127071823206,0.0,1.7130403682761308,-1
Coco,Infantil,105,50.0,47.61904761904761,3.0,1.9665150362168906,0
Interstellar,Ciencia Ficcion,169,46.0,27.218934911242602,3.0,4.293432964692102,1
Interstellar,Ciencia Ficcion,169,35.0,20.710059171597635,0.0,5.0,1
The Lord of the Rings,Fantasia,178,28.0,15.730337078651685,5.0,3.4738721587982484,0
Titanic,Romance,195,148.0,75.8974358974359,4.0,2.2892238921721777,0
Titanic,Romance,195,65.0,33.33333333333333,5.0,2.749103852867582,-1
The Shawshank Redemption,Suspenso,144,27.0,18.75,11.0,2.5956764523887474,0
Gladiator,Accion,155,30.0,19.35483870967742,1.0,4.502862693049857,1
The Dark Knight,Accion,152,152.0,100.0,5.0,1.6714385297644694,1
La La Land,Musical,128,48.0,37.5,1.0,1.575710040402348,-1
The Dark Knight,Accion,152,111.0,73.02631578947368,1.0,3.9398011918506493,0
The Lord of the Rings,Fantasia,178,31.0,17.415730337078653,3.0,2.098474385754507,-1
Forrest Gump,Drama,142,2.0,1.4084507042253522,0.0,1.0,-1
The Godfather,Crimen,175,78.0,44.57142857142857,2.0,2.204489769075845,0
The Matrix,Ciencia Ficcion,136,31.0,22.794117647058822,2.0,4.692825150189908,1
Fight Club,Drama,139,70.0,50.35971223021583,6.0,4.43558747912544,1
Interstellar,Ciencia Ficcion,169,57.0,33.72781065088758,0.0,4.930920656611439,1
Gladiator,Accion,155,47.0,30.32258064516129,2.0,2.009061536276827,-1
Pulp Fiction,Crimen,154,110.0,71.42857142857143,4.0,2.6871325833209228,0
The Matrix,Ciencia Ficcion,136,86.0,63.23529411764706,6.0,2.7403232719664157,0
Forrest Gump,Drama,142,120.0,84.50704225352112,4.0,4.344881283365306,1
Coco,Infantil,105,40.0,38.095238095238095,1.0,1.8525759988401527,-1
The Matrix,Ciencia Ficcion,136,32.0,23.52941176470588,3.0,4.078335749189625,0
Forrest Gump,Drama,142,33.0,23.239436619718308,1.0,2.37711835224812,-1
Interstellar,Ciencia Ficcion,169,18.0,10.650887573964498,1.0,2.0980982248502418,-1
The Godfather,Crimen,175,62.0,35.42857142857142,2.0,4.506705279991954,1
Forrest Gump,Drama,142,9.0,6.338028169014084,5.0,1.6329493754212965,-1
Interstellar,Ciencia Ficcion,169,12.0,7.100591715976331,6.0,5.0,1
Interstellar,Ciencia Ficcion,169,57.0,33.72781065088758,1.0,2.554293507051738,0
The Godfather,Crimen,175,58.0,33.14285714285714,0.0,4.843777142669344,1
The Dark Knight,Accion,152,103.0,67.76315789473685,1.0,2.656157124375847,0
The Matrix,Ciencia Ficcion,136,128.0,94.11764705882352,5.0,2.634646606961644,1
The Lord of the Rings,Fantasia,178,52.0,29.213483146067414,3.0,4.6643386998167955,1
Inception,Ciencia Ficcion,148,10.0,6.756756756756757,3.0,2.5385844626313814,-1
Inception,Ciencia Ficcion,148,39.0,26.351351351351347,0.0,3.108461442121028,0
The Lord of the Rings,Fantasia,178,43.0,24.15730337078652,0.0,1.183045852416973,-1
Coco,Infantil,105,30.0,28.57142857142857,2.0,1.5921341126048212,-1
Pulp Fiction,Crimen,154,4.0,2.5974025974025974,3.0,3.0283188017810634,0
Titanic,Romance,195,16.0,8.205128205128204,3.0,1.7860626333588068,-1
Pulp Fiction,Crimen,154,73.0,47.4025974025974,1.0,1.3058177667997781,0
Titanic,Romance,195,13.0,6.666666666666667,3.0,2.9560392014558197,0
The Lord of the Rings,Fantasia,178,112.0,62.92134831460674,2.0,1.0,0
Inception,Ciencia Ficcion,148,24.0,16.216216216216218,6.0,1.419591901438404,-1
Fight Club,Drama,139,97.0,69.7841726618705,4.0,2.8543685004087296,0
Inception,Ciencia Ficcion,148,2.0,1.3513513513513513,0.0,1.1333965795620395,-1
Pulp Fiction,Crimen,154,111.0,72.07792207792207,4.0,1.0928444270990316,0
Gladiator,Accion,155,17.0,10.967741935483872,5.0,1.3211096752853435,-1
The Lord of the Rings,Fantasia,178,43.0,24.15730337078652,6.0,5.0,1
Coco,Infantil,105,49.0,46.666666666666664,4.0,2.643278797310836,0
Pulp Fiction,Crimen,154,28.0,18.181818181818183,2.0,5.0,1
Fight Club,Drama,139,89.0,64.02877697841727,2.0,5.0,1
The Matrix,Ciencia Ficcion,136,1.0,0.7352941176470588,1.0,2.1087782898273826,0
Titanic,Romance,195,18.0,9.230769230769232,6.0,4.80561317750684,1
Inception,Ciencia Ficcion,148,64.0,43.24324324324324,0.0,4.000983899280563,0
Coco,Infantil,105,105.0,100.0,1.0,2.1517185927916254,1
The Godfather,Crimen,175,115.0,65.71428571428571,0.0,2.26680387560156,0
Gladiator,Accion,155,68.0,43.87096774193549,5.0,4.233132884806713,1
Interstellar,Ciencia Ficcion,169,144.0,85.20710059171599,0.0,4.744814224996885,1
Fight Club,Drama,139,52.0,37.410071942446045,1.0,1.3325364399147661,-1
Pulp Fiction,Crimen,154,149.0,96.75324675324676,1.0,3.4966513713159797,1
Titanic,Romance,195,14.0,7.179487179487179,0.0,2.0083631357316944,-1
The Godfather,Crimen,175,9.0,5.142857142857142,5.0,3.646866570959866,0
Coco,Infantil,105,47.0,44.761904761904766,1.0,4.04130421631779,0
La La Land,Musical,128,107.0,83.59375,7.0,2.710260443844587,1
Forrest Gump,Drama,142,69.0,48.59154929577465,6.0,1.0,0
The Dark Knight,Accion,152,86.0,56.57894736842105,2.0,2.857132822138691,0
Inception,Ciencia Ficcion,148,65.0,43.91891891891892,2.0,1.4327061658726898,0
Avengers: Endgame,Accion,181,102.0,56.353591160220994,1.0,4.754682529869214,1
The Dark Knight,Accion,152,39.0,25.657894736842106,5.0,5.0,1
Fight Club,Drama,139,88.0,63.30935251798561,5.0,3.486111279533148,0
Forrest Gump,Drama,142,81.0,57.04225352112676,1.0,3.760537438742247,1
La La Land,Musical,128,100.0,78.125,3.0,3.5953765968502975,0
Forrest Gump,Drama,142,64.2146,45.22154929577465,0.0,3.0172177328017495,0
Coco,Infantil,105,68.0,64.76190476190476,0.0,1.2159475310730556,0
Forrest Gump,Drama,142,12.0,8.450704225352112,6.0,1.8718689797905803,-1
Interstellar,Ciencia Ficcion,169,49.0,28.994082840236686,1.0,4.542356054722779,1
Fight Club,Drama,139,112.0,80.57553956834532,4.0,1.5240644116238422,1
Avengers: Endgame,Accion,181,30.0,16.574585635359114,3.0,1.8783238572162095,-1
The Matrix,Ciencia Ficcion,136,59.0,43.38235294117647,3.0,4.055987160419565,1
The Dark Knight,Accion,152,92.0,60.526315789473685,2.0,1.9966818522138796,0
Avengers: Endgame,Accion,181,125.0,69.06077348066299,7.0,3.7986910964826386,0
The Matrix,Ciencia Ficcion,136,40.0,29.411764705882355,0.0,4.769022599764497,1
The Godfather,Crimen,175,41.0,23.42857142857143,6.0,2.012832014575054,-1
La La Land,Musical,128,74.0,57.8125,1.0,3.8137582003373565,1
The Shawshank Redemption,Suspenso,144,89.0,61.80555555555556,7.0,3.9107086579124517,0
Gladiator,Accion,155,11.0,7.096774193548387,0.0,3.694583058959183,0
Gladiator,Accion,155,73.0,47.096774193548384,7.0,3.3961259489568167,0
The Matrix,Ciencia Ficcion,136,50.0,36.76470588235294,1.0,2.775193744249049,0
The Shawshank Redemption,Suspenso,144,68.0,47.22222222222222,5.0,2.8912156334022843,0
Coco,Infantil,105,105.0,100.0,2.0,4.003011318646999,1
Avengers: Endgame,Accion,181,161.0,88.95027624309392,4.0,3.8577385402194624,1
The Shawshank Redemption,Suspenso,144,144.0,100.0,2.0,3.408684911421271,1
Inception,Ciencia Ficcion,148,148.0,100.0,3.0,1.1361509840641544,1
The Godfather,Crimen,175,60.0,34.285714285714285,5.0,5.0,1
Fight Club,Drama,139,94.0,67.62589928057554,7.0,3.4633672144759915,0
The Shawshank Redemption,Suspenso,144,87.0,60.416666666666664,1.0,4.037790205752543,1
Pulp Fiction,Crimen,154,95.0,61.68831168831169,5.0,4.298069334888879,1
The Lord of the Rings,Fantasia,178,86.0,48.31460674157304,3.0,3.583881353914057,0
Coco,Infantil,105,82.0,78.0952380952381,4.0,1.0,0
Gladiator,Accion,155,7.0,4.516129032258064,3.0,2.8569980505761827,0
Pulp Fiction,Crimen,154,76.0,49.35064935064935,7.0,3.259556313553511,0
The Godfather,Crimen,175,91.0,52.0,2.0,1.5268816489587036,0
The Shawshank Redemption,Suspenso,144,14.0,9.722222222222223,3.0,3.7352626876466557,1
The Dark Knight,Accion,152,126.0,82.89473684210526,5.0,2.431587805608971,1
Gladiator,Accion,155,67.0,43.225806451612904,4.0,1.8643930748136883,0
Inception,Ciencia Ficcion,148,89.0,60.13513513513513,2.0,1.2657016298013934,0
Titanic,Romance,195,7.0,3.5897435897435894,5.0,1.280728229260135,-1
Inception,Ciencia Ficcion,148,58.0,39.189189189189186,0.0,1.8460883240242218,-1
The Lord of the Rings,Fantasia,178,49.0,27.52808988764045,3.0,2.2396840704575816,-1
Forrest Gump,Drama,142,121.0,85.2112676056338,2.0,4.056263438561457,1
Titanic,Romance,195,86.0,44.1025641025641,3.0,2.0547148703931537,0
Interstellar,Ciencia Ficcion,169,120.0,71.00591715976331,3.0,2.8594719778882705,0
The Shawshank Redemption,Suspenso,144,17.0,11.805555555555555,0.0,1.0,-1
The Godfather,Crimen,175,110.0,62.857142857142854,5.0,1.3142670986456224,0
Gladiator,Accion,155,40.0,25.806451612903224,0.0,1.4245677143969893,-1
Interstellar,Ciencia Ficcion,169,8.0,4.733727810650888,7.0,3.562995257123245,1
The Godfather,Crimen,175,10.0,5.714285714285714,4.0,3.9062174771605385,0
The Lord of the Rings,Fantasia,178,25.0,14.04494382022472,4.0,4.32447769152069,1
The Matrix,Ciencia Ficcion,136,101.0,74.26470588235294,1.0,3.7658224000552987,0
The Shawshank Redemption,Suspenso,144,60.0,41.66666666666667,1.0,2.4130493609883725,0
Fight Club,Drama,139,45.0,32.37410071942446,0.0,3.8164043899813755,0
Fight Club,Drama,139,66.0,47.482014388489205,4.0,1.5438163376649814,0
The Shawshank Redemption,Suspenso,144,130.0,90.27777777777779,4.0,3.8092511762125936,1
Titanic,Romance,195,82.0,42.05128205128205,7.0,1.4066231720246365,0
Forrest Gump,Drama,142,56.0,39.436619718309856,0.0,2.0744828506830597,-1
Forrest Gump,Drama,142,101.0,71.12676056338029,1.0,4.309024583970275,1
Titanic,Romance,195,68.0,34.87179487179487,2.0,4.514560202214591,1
Avengers: Endgame,Accion,181,105.0,58.011049723756905,4.0,3.1361641224365138,0
La La Land,Musical,128,96.0,75.0,1.0,2.4212410979674353,0
Fight Club,Drama,139,28.0,20.14388489208633,8.0,1.3891857598115918,-1
The Dark Knight,Accion,152,122.0,80.26315789473685,1.0,2.5975559543472744,1
Titanic,Romance,195,142.0,72.82051282051282,1.0,4.501173550616391,1
Gladiator,Accion,155,37.0,23.870967741935484,0.0,3.497532413791917,0
Fight Club,Drama,139,22.0,15.827338129496402,3.0,3.1781107195490668,0
The Dark Knight,Accion,152,7.0,4.605263157894736,2.0,2.9326874237395306,0
The Lord of the Rings,Fantasia,178,44.0,24.719101123595504,4.0,4.70412870662226,1
Interstellar,Ciencia Ficcion,169,6.0,3.5502958579881656,5.0,4.5707247820133325,1
The Dark Knight,Accion,152,4.0,2.631578947368421,1.0,4.491957408698495,1
Interstellar,Ciencia Ficcion,169,20.0,11.834319526627219,2.0,3.4096487925451964,0
La La Land,Musical,128,16.0,12.5,3.0,1.538223761324581,-1
The Godfather,Crimen,175,6.0,3.428571428571429,6.0,3.3211104733567574,0
Coco,Infantil,105,49.0,46.666666666666664,0.0,3.12053893200902,0
Pulp Fiction,Crimen,154,6.0,3.896103896103896,2.0,2.0276408945671354,-1
The Godfather,Crimen,175,87.0,49.714285714285715,6.0,4.6221902250479925,1
Fight Club,Drama,139,54.0,38.84892086330935,0.0,1.2898275274259237,-1
Interstellar,Ciencia Ficcion,169,53.0,31.360946745562128,1.0,4.294531930894776,0
Fight Club,Drama,139,52.0,37.410071942446045,0.0,1.9893647792123161,-1
La La Land,Musical,128,128.0,100.0,5.0,1.7373803117607047,1
Titanic,Romance,195,87.0,44.61538461538462,4.0,4.626598103833246,1
The Shawshank Redemption,Suspenso,144,51.0,35.41666666666667,7.0,3.2137211524637417,0
Gladiator,Accion,155,98.0,63.2258064516129,0.0,1.0,0
Inception,Ciencia Ficcion,148,17.0,11.486486486486488,0.0,4.138906632059335,1
Fight Club,Drama,139,64.0,46.043165467625904,2.0,4.760667063099617,1
Gladiator,Accion,155,46.0,29.677419354838708,3.0,1.9084604804261343,-1
Titanic,Romance,195,89.0,45.64102564102564,3.0,2.3193307059722255,0
The Dark Knight,Accion,152,152.0,100.0,6.0,2.6244017007254743,1
Titanic,Romance,195,108.0,55.38461538461539,7.0,1.2016099963491018,0
The Lord of the Rings,Fantasia,178,96.0,53.93258426966292,2.0,3.8620347314412444,1
The Godfather,Crimen,175,87.0,49.714285714285715,4.0,3.0501386671455126,0
Avengers: Endgame,Accion,181,102.0,56.353591160220994,3.0,3.0058592494154595,0
The Dark Knight,Accion,152,45.0,29.605263157894733,4.0,3.652198125120047,0
Inception,Ciencia Ficcion,148,11.0,7.4324324324324325,3.0,3.3026760418206065,0
Interstellar,Ciencia Ficcion,169,7.0,4.142011834319527,0.0,4.866607813822663,1
The Shawshank Redemption,Suspenso,144,129.0,89.58333333333334,2.0,4.169466672826202,1
Gladiator,Accion,155,1.0,0.6451612903225806,5.0,3.463885220854657,0
The Shawshank Redemption,Suspenso,144,73.0,50.69444444444444,0.0,4.754132335040257,1
Pulp Fiction,Crimen,154,5.0,3.2467532467532463,0.0,2.9195435143203317,0
La La Land,Musical,128,128.0,100.0,0.0,1.0,1
Titanic,Romance,195,13.0,6.666666666666667,0.0,4.439369357602129,1
Fight Club,Drama,139,42.0,30.215827338129497,4.0,4.502181039945517,1
Interstellar,Ciencia Ficcion,169,35.0,20.710059171597635,6.0,1.0,-1
Pulp Fiction,Crimen,154,154.0,100.0,4.0,1.4437851025335564,1
Titanic,Romance,195,82.0,42.05128205128205,4.0,3.9487393631467707,1
The Matrix,Ciencia Ficcion,136,73.0,53.67647058823529,1.0,2.880346148410842,0
Fight Club,Drama,139,60.0,43.16546762589928,4.0,3.962047362728878,1
The Dark Knight,Accion,152,32.0,21.052631578947366,0.0,4.447681703022257,1
The Godfather,Crimen,175,111.0,63.42857142857142,2.0,4.824444610399619,1
Coco,Infantil,105,99.0,94.28571428571428,0.0,2.6281969819129,1
Gladiator,Accion,155,39.0,25.161290322580644,6.0,2.7488527421905316,-1
Avengers: Endgame,Accion,181,88.0,48.61878453038674,3.0,3.2724081824354556,0
The Lord of the Rings,Fantasia,178,21.0,11.797752808988763,2.0,4.270925950748403,1
Inception,Ciencia Ficcion,148,77.0,52.02702702702703,1.0,3.2235852073853133,0
Inception,Ciencia Ficcion,148,89.0,60.13513513513513,2.0,2.670906329758666,0
Avengers: Endgame,Accion,181,79.0,43.646408839779006,3.0,2.974404304329318,0
The Dark Knight,Accion,152,37.0,24.342105263157894,2.0,3.6614425312466308,0
Forrest Gump,Drama,142,99.0,69.71830985915493,1.0,2.841708315972821,0
Inception,Ciencia Ficcion,148,133.0,89.86486486486487,5.0,3.2295932484509455,1
Gladiator,Accion,155,90.0,58.06451612903226,6.0,4.082923519750993,1
The Dark Knight,Accion,152,37.0,24.342105263157894,5.0,4.154483445659253,0
Interstellar,Ciencia Ficcion,169,82.0,48.5207100591716,3.0,2.57549062705631,0
Inception,Ciencia Ficcion,148,55.0,37.16216216216216,1.0,4.676938946949721,1
The Shawshank Redemption,Suspenso,144,30.0,20.833333333333336,8.0,5.0,1
The Dark Knight,Accion,152,151.0,99.3421052631579,1.0,4.752363763386617,1
Gladiator,Accion,155,131.0,84.51612903225806,4.0,3.9512935684645685,1
Avengers: Endgame,Accion,181,72.0,39.77900552486188,0.0,3.407553845886134,0
Coco,Infantil,105,97.0,92.38095238095238,4.0,4.929308043192782,1
The Shawshank Redemption,Suspenso,144,18.0,12.5,7.0,3.1565443052487194,0
Fight Club,Drama,139,115.0,82.73381294964028,0.0,4.774441633148658,1
Fight Club,Drama,139,139.0,100.0,8.0,3.212911662334852,1
Inception,Ciencia Ficcion,148,65.0,43.91891891891892,3.0,2.1607011415443855,0
The Shawshank Redemption,Suspenso,144,42.0,29.166666666666668,0.0,1.1968172301181395,-1
The Godfather,Crimen,175,36.0,20.57142857142857,1.0,2.587179210566327,0
Titanic,Romance,195,68.0,34.87179487179487,7.0,3.345097031190209,0
Fight Club,Drama,139,139.0,100.0,1.0,3.7157453746846536,1
The Godfather,Crimen,175,37.0,21.142857142857142,3.0,2.88113637445966,0
Interstellar,Ciencia Ficcion,169,89.0,52.662721893491124,4.0,2.368350676671622,0
